ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioCue, Time, MazeLocation, Gender, VideoGame
1, D, Allo, 2, 1, Down, 0, 0, 3/12/2020 10:32:21 AM, (0 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/12/2020 10:32:25 AM, (1 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:32:26 AM, (3 : 1)
1, D, Allo, 1, 1, Down, 0, 0, 3/12/2020 10:32:28 AM, (0 : 13)
1, D, Allo, 1, 1, Left, 0, 0, 3/12/2020 10:32:30 AM, (1 : 13)
1, D, Allo, 1, 1, Left, 0, 0, 3/12/2020 10:32:33 AM, (1 : 11)
1, D, Allo, 1, 1, Down, 0, 0, 3/12/2020 10:32:35 AM, (1 : 9)
1, D, Allo, 1, 1, Up, 0, 0, 3/12/2020 10:32:39 AM, (5 : 9)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:26 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:27 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:27 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:27 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:27 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:27 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:27 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:27 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:27 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:27 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:28 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:28 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:28 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:28 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:28 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:28 AM, (0 : 1)
1, D, Allo, 2, 1, Left, 0, 0, 3/12/2020 10:36:28 AM, (0 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/12/2020 1:36:35 PM, (1 : 1)
1, D, Allo, 3, 1, Left, 0, 0, 3/12/2020 1:36:35 PM, (1 : 0)
1, D, Allo, 3, 1, Right, 1, 0, 3/12/2020 1:36:36 PM, (1 : 1)
1, D, Allo, 3, 1, Down, 1, 0, 3/12/2020 1:37:23 PM, (3 : 1)
1, D, Allo, 3, 1, Up, 3, 0, 3/12/2020 1:37:24 PM, (1 : 1)
1, D, Allo, 3, 1, Left, 4, 0, 3/12/2020 1:37:24 PM, (1 : 0)
1, D, Allo, 3, 1, Right, 7, 0, 3/12/2020 1:37:25 PM, (1 : 1)
1, D, Allo, 3, 1, Down, 8, 0, 3/12/2020 1:37:26 PM, (3 : 1)
1, D, Allo, 3, 1, Left, 8, 0, 3/12/2020 1:37:26 PM, (3 : 0)
1, D, Allo, 3, 1, Right, 10, 0, 3/12/2020 1:37:27 PM, (3 : 1)
1, D, Allo, 3, 1, Down, 10, 0, 3/12/2020 1:37:27 PM, (5 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/12/2020 1:37:32 PM, (1 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/12/2020 1:37:32 PM, (3 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/12/2020 1:37:33 PM, (5 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/12/2020 1:37:33 PM, (7 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/12/2020 1:37:34 PM, (9 : 1)
1, D, Allo, 5, 1, Up, 1, 0, 3/12/2020 1:37:35 PM, (7 : 1)
1, D, Allo, 5, 1, Left, 1, 0, 3/12/2020 1:37:35 PM, (7 : 0)
1, D, Allo, 5, 1, Right, 3, 0, 3/12/2020 1:37:36 PM, (7 : 1)
1, D, Allo, 5, 1, Up, 4, 0, 3/12/2020 1:37:37 PM, (5 : 1)
1, D, Allo, 5, 1, Left, 4, 0, 3/12/2020 1:37:37 PM, (5 : 0)
1, D, Allo, 5, 1, Right, 6, 0, 3/12/2020 1:37:38 PM, (5 : 1)
1, D, Allo, 5, 1, Left, 7, 0, 3/12/2020 1:37:38 PM, (5 : 0)
1, D, Allo, 5, 1, Right, 10, 0, 3/12/2020 1:37:39 PM, (5 : 1)
1, D, Allo, 5, 1, Left, 12, 0, 3/12/2020 1:37:39 PM, (5 : 0)
1, D, Allo, 5, 1, Right, 16, 0, 3/12/2020 1:37:40 PM, (5 : 1)
1, D, Allo, 5, 1, Up, 17, 0, 3/12/2020 1:37:41 PM, (3 : 1)
1, D, Allo, 5, 1, Left, 17, 0, 3/12/2020 1:37:41 PM, (3 : 0)
1, D, Allo, 5, 1, Right, 19, 0, 3/12/2020 1:37:43 PM, (3 : 1)
1, D, Allo, 5, 1, Left, 20, 0, 3/12/2020 1:37:45 PM, (3 : 0)
1, D, Allo, 5, 1, Right, 23, 0, 3/12/2020 1:37:46 PM, (3 : 1)
1, D, Allo, 5, 1, Down, 28, 0, 3/12/2020 1:37:46 PM, (5 : 1)
1, D, Allo, 5, 1, Down, 31, 0, 3/12/2020 1:37:47 PM, (7 : 1)
1, D, Allo, 5, 1, Up, 37, 0, 3/12/2020 1:37:47 PM, (5 : 1)
1, D, Allo, 5, 1, Up, 41, 0, 3/12/2020 1:37:48 PM, (3 : 1)
1, D, Allo, 5, 1, Down, 48, 0, 3/12/2020 1:37:49 PM, (5 : 1)
1, D, Allo, 5, 1, Left, 51, 0, 3/12/2020 1:37:51 PM, (5 : 0)
1, D, Allo, 5, 1, Right, 59, 0, 3/12/2020 1:37:52 PM, (5 : 1)
1, D, Allo, 5, 1, Up, 64, 0, 3/12/2020 1:37:53 PM, (3 : 1)
1, D, Allo, 5, 1, Left, 66, 0, 3/12/2020 1:37:54 PM, (3 : 0)
1, D, Allo, 5, 1, Right, 72, 0, 3/12/2020 1:37:55 PM, (3 : 1)
1, D, Allo, 5, 1, Down, 81, 0, 3/12/2020 1:37:56 PM, (5 : 1)
1, D, Allo, 5, 1, Left, 85, 0, 3/12/2020 1:37:56 PM, (5 : 0)
1, D, Allo, 5, 1, Right, 95, 0, 3/12/2020 1:37:57 PM, (5 : 1)
1, D, Allo, 5, 1, Up, 102, 0, 3/12/2020 1:37:57 PM, (3 : 1)
1, D, Allo, 5, 1, Left, 105, 0, 3/12/2020 1:37:58 PM, (3 : 0)
1, D, Allo, 5, 1, Right, 113, 0, 3/12/2020 1:37:58 PM, (3 : 1)
1, D, Allo, 5, 1, Down, 124, 0, 3/12/2020 1:37:59 PM, (5 : 1)
1, D, Allo, 5, 1, Left, 129, 0, 3/12/2020 1:37:59 PM, (5 : 0)
1, D, Allo, 5, 1, Right, 141, 0, 3/12/2020 1:38:04 PM, (5 : 1)
1, D, Allo, 5, 1, Up, 150, 0, 3/12/2020 1:38:05 PM, (3 : 1)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:39:00 PM, (1 : 13)
1, D, Allo, 1, 2, Left, 0, 0, 3/13/2020 4:39:01 PM, (1 : 11)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:39:01 PM, (3 : 11)
1, D, Allo, 1, 2, Right, 0, 0, 3/13/2020 4:39:02 PM, (3 : 13)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:39:02 PM, (5 : 13)
1, D, Allo, 1, 2, Left, 0, 0, 3/13/2020 4:39:03 PM, (5 : 11)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:39:03 PM, (7 : 11)
1, D, Allo, 1, 2, Right, 0, 0, 3/13/2020 4:39:04 PM, (7 : 13)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:39:04 PM, (9 : 13)
1, D, Allo, 1, 2, Left, 0, 0, 3/13/2020 4:39:05 PM, (9 : 11)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:39:05 PM, (11 : 11)
1, D, Allo, 1, 2, Right, 0, 0, 3/13/2020 4:39:05 PM, (11 : 13)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:39:06 PM, (13 : 13)
1, D, Allo, 1, 2, Left, 0, 0, 3/13/2020 4:39:07 PM, (13 : 9)
1, D, Allo, 1, 7, Down, 0, 0, 3/13/2020 4:39:07 PM, (14 : 9)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 4:40:28 PM, (1 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 4:40:28 PM, (3 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 4:40:29 PM, (5 : 1)
1, D, Allo, 3, 7, Left, 0, 0, 3/13/2020 4:40:31 PM, (5 : 0)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:11 PM, (1 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:12 PM, (3 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:13 PM, (5 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:13 PM, (7 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:14 PM, (9 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:19 PM, (1 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:20 PM, (3 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:20 PM, (5 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:21 PM, (7 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:21 PM, (9 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:23 PM, (1 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:24 PM, (3 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:24 PM, (5 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:25 PM, (7 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:26 PM, (9 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:30 PM, (1 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:30 PM, (3 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:31 PM, (5 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:32 PM, (7 : 1)
1, D, Allo, 5, 1, Down, 0, 0, 3/13/2020 4:43:32 PM, (9 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 4:45:44 PM, (1 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 4:45:45 PM, (3 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 4:45:45 PM, (5 : 1)
1, D, Allo, 1, 1, Down, 0, 0, 3/13/2020 4:48:57 PM, (1 : 13)
1, D, Allo, 1, 1, Left, 0, 0, 3/13/2020 4:48:58 PM, (1 : 11)
1, D, Allo, 1, 1, Down, 0, 0, 3/13/2020 4:48:59 PM, (3 : 11)
1, D, Allo, 1, 1, Right, 0, 0, 3/13/2020 4:48:59 PM, (3 : 13)
1, D, Allo, 1, 1, Down, 0, 0, 3/13/2020 4:49:00 PM, (5 : 13)
1, D, Allo, 1, 1, Left, 0, 0, 3/13/2020 4:49:00 PM, (5 : 11)
1, D, Allo, 1, 1, Down, 0, 0, 3/13/2020 4:49:01 PM, (7 : 11)
1, D, Allo, 1, 1, Right, 0, 0, 3/13/2020 4:49:01 PM, (7 : 13)
1, D, Allo, 1, 1, Down, 0, 0, 3/13/2020 4:49:02 PM, (9 : 13)
1, D, Allo, 1, 1, Left, 0, 0, 3/13/2020 4:49:02 PM, (9 : 11)
1, D, Allo, 1, 1, Down, 0, 0, 3/13/2020 4:49:03 PM, (11 : 11)
1, D, Allo, 1, 1, Right, 0, 0, 3/13/2020 4:49:03 PM, (11 : 13)
1, D, Allo, 1, 1, Down, 0, 0, 3/13/2020 4:49:04 PM, (13 : 13)
1, D, Allo, 1, 1, Left, 0, 0, 3/13/2020 4:49:05 PM, (13 : 9)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:49:09 PM, (1 : 13)
1, D, Allo, 1, 2, Left, 0, 0, 3/13/2020 4:49:09 PM, (1 : 11)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:49:10 PM, (3 : 11)
1, D, Allo, 1, 2, Right, 0, 0, 3/13/2020 4:49:10 PM, (3 : 13)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:49:11 PM, (5 : 13)
1, D, Allo, 1, 2, Left, 0, 0, 3/13/2020 4:49:11 PM, (5 : 11)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:49:12 PM, (7 : 11)
1, D, Allo, 1, 2, Right, 0, 0, 3/13/2020 4:49:12 PM, (7 : 13)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:49:13 PM, (9 : 13)
1, D, Allo, 1, 2, Left, 0, 0, 3/13/2020 4:49:13 PM, (9 : 11)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:49:14 PM, (11 : 11)
1, D, Allo, 1, 2, Right, 0, 0, 3/13/2020 4:49:14 PM, (11 : 13)
1, D, Allo, 1, 2, Down, 0, 0, 3/13/2020 4:49:15 PM, (13 : 13)
1, D, Allo, 1, 2, Left, 0, 0, 3/13/2020 4:49:15 PM, (13 : 9)
1, D, Allo, 1, 3, Down, 0, 0, 3/13/2020 4:49:24 PM, (1 : 13)
1, D, Allo, 1, 3, Left, 0, 0, 3/13/2020 4:49:25 PM, (1 : 11)
1, D, Allo, 1, 3, Down, 0, 0, 3/13/2020 4:49:25 PM, (3 : 11)
1, D, Allo, 1, 3, Right, 0, 0, 3/13/2020 4:49:25 PM, (3 : 13)
1, D, Allo, 1, 3, Down, 0, 0, 3/13/2020 4:49:26 PM, (5 : 13)
1, D, Allo, 1, 3, Left, 0, 0, 3/13/2020 4:49:27 PM, (5 : 11)
1, D, Allo, 1, 3, Down, 0, 0, 3/13/2020 4:49:27 PM, (7 : 11)
1, D, Allo, 1, 3, Right, 0, 0, 3/13/2020 4:49:28 PM, (7 : 13)
1, D, Allo, 1, 3, Down, 0, 0, 3/13/2020 4:49:29 PM, (9 : 13)
1, D, Allo, 1, 3, Left, 0, 0, 3/13/2020 4:49:29 PM, (9 : 11)
1, D, Allo, 1, 3, Down, 0, 0, 3/13/2020 4:49:30 PM, (11 : 11)
1, D, Allo, 1, 3, Right, 0, 0, 3/13/2020 4:49:31 PM, (11 : 13)
1, D, Allo, 1, 3, Down, 0, 0, 3/13/2020 4:49:31 PM, (13 : 13)
1, D, Allo, 1, 3, Left, 0, 0, 3/13/2020 4:49:32 PM, (13 : 9)
1, D, Allo, 1, 4, Down, 0, 0, 3/13/2020 4:49:34 PM, (1 : 13)
1, D, Allo, 1, 4, Left, 0, 0, 3/13/2020 4:49:34 PM, (1 : 11)
1, D, Allo, 1, 4, Down, 0, 0, 3/13/2020 4:49:35 PM, (3 : 11)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 6:55:23 PM, (1 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 6:55:24 PM, (3 : 1)
1, D, Allo, 2, 2, Down, 0, 0, 3/13/2020 6:55:27 PM, (1 : 1)
1, D, Allo, 2, 2, Down, 0, 0, 3/13/2020 6:55:27 PM, (3 : 1)
1, D, Allo, 2, 3, Down, 0, 0, 3/13/2020 6:55:35 PM, (1 : 1)
1, D, Allo, 2, 3, Down, 0, 0, 3/13/2020 6:55:35 PM, (3 : 1)
1, D, Allo, 2, 4, Down, 0, 0, 3/13/2020 6:55:39 PM, (1 : 1)
1, D, Allo, 2, 4, Down, 0, 0, 3/13/2020 6:55:39 PM, (3 : 1)
1, D, Allo, 2, 5, Down, 0, 0, 3/13/2020 6:56:03 PM, (1 : 1)
1, D, Allo, 2, 5, Down, 0, 0, 3/13/2020 6:56:04 PM, (3 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 6:56:56 PM, (1 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 6:56:57 PM, (3 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 6:58:27 PM, (1 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 6:58:28 PM, (3 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 6:58:29 PM, (5 : 1)
1, D, Allo, 4, 1, Up, 1, 0, 3/13/2020 6:58:30 PM, (3 : 1)
1, D, Allo, 4, 1, Up, 2, 0, 3/13/2020 6:58:30 PM, (1 : 1)
1, D, Allo, 4, 1, Down, 4, 0, 3/13/2020 6:58:31 PM, (3 : 1)
1, D, Allo, 4, 1, Down, 5, 0, 3/13/2020 6:58:31 PM, (5 : 1)
1, D, Allo, 4, 1, Down, 5, 0, 3/13/2020 6:58:32 PM, (7 : 1)
1, D, Allo, 4, 1, Up, 7, 0, 3/13/2020 6:58:35 PM, (5 : 1)
1, D, Allo, 4, 1, Up, 10, 0, 3/13/2020 6:58:35 PM, (3 : 1)
1, D, Allo, 4, 1, Up, 12, 0, 3/13/2020 6:58:36 PM, (1 : 1)
1, D, Allo, 4, 1, Up, 12, 0, 3/13/2020 6:58:37 PM, (0 : 1)
1, D, Allo, 4, 1, Down, 15, 0, 3/13/2020 6:58:39 PM, (1 : 1)
1, D, Allo, 4, 1, Down, 19, 0, 3/13/2020 6:58:40 PM, (3 : 1)
1, D, Allo, 4, 1, Down, 22, 0, 3/13/2020 6:58:41 PM, (5 : 1)
1, D, Allo, 4, 1, Down, 23, 0, 3/13/2020 6:58:41 PM, (7 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 6:58:46 PM, (1 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 6:58:46 PM, (3 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 6:58:47 PM, (5 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 6:58:47 PM, (7 : 1)
1, D, Allo, 4, 3, Down, 0, 0, 3/13/2020 7:00:17 PM, (1 : 1)
1, D, Allo, 4, 3, Down, 0, 0, 3/13/2020 7:00:17 PM, (3 : 1)
1, D, Allo, 4, 3, Down, 0, 0, 3/13/2020 7:00:18 PM, (5 : 1)
1, D, Allo, 4, 3, Left, 0, 0, 3/13/2020 7:00:18 PM, (5 : 0)
1, D, Allo, 4, 3, Right, 1, 0, 3/13/2020 7:00:20 PM, (5 : 1)
1, D, Allo, 4, 3, Down, 1, 0, 3/13/2020 7:00:20 PM, (7 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:01:52 PM, (1 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:01:52 PM, (3 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:01:59 PM, (1 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:01:59 PM, (3 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:05:37 PM, (1 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:05:38 PM, (3 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:05:38 PM, (5 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:05:39 PM, (7 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:05:42 PM, (1 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:05:43 PM, (3 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:05:43 PM, (5 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:05:44 PM, (7 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:05:49 PM, (1 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:05:49 PM, (3 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:05:50 PM, (5 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:05:50 PM, (7 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:05:54 PM, (1 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:05:55 PM, (3 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:05:55 PM, (5 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:05:56 PM, (7 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:05:59 PM, (1 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:05:59 PM, (3 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:06:00 PM, (5 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:06:00 PM, (7 : 1)
1, D, Allo, 4, 1, Up, 1, 0, 3/13/2020 7:06:01 PM, (5 : 1)
1, D, Allo, 4, 1, Left, 1, 0, 3/13/2020 7:06:09 PM, (5 : 0)
1, D, Allo, 4, 1, Right, 3, 0, 3/13/2020 7:06:10 PM, (5 : 1)
1, D, Allo, 4, 1, Down, 4, 0, 3/13/2020 7:06:10 PM, (7 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:06:20 PM, (1 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:06:21 PM, (3 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:06:21 PM, (5 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:06:22 PM, (7 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:07:25 PM, (1 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:07:25 PM, (3 : 1)
1, D, Allo, 2, 2, Down, 0, 0, 3/13/2020 7:07:31 PM, (1 : 1)
1, D, Allo, 2, 2, Down, 0, 0, 3/13/2020 7:07:31 PM, (3 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:07:39 PM, (1 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:07:40 PM, (3 : 1)
1, D, Allo, 2, 2, Down, 0, 0, 3/13/2020 7:07:44 PM, (1 : 1)
1, D, Allo, 2, 2, Down, 0, 0, 3/13/2020 7:07:45 PM, (3 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:07:54 PM, (1 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:07:55 PM, (3 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 7:09:55 PM, (1 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 7:09:55 PM, (3 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 7:09:56 PM, (5 : 1)
1, D, Allo, 3, 2, Down, 0, 0, 3/13/2020 7:10:31 PM, (1 : 1)
1, D, Allo, 3, 2, Down, 0, 0, 3/13/2020 7:10:32 PM, (3 : 1)
1, D, Allo, 3, 2, Down, 0, 0, 3/13/2020 7:10:32 PM, (5 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 7:10:37 PM, (1 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 7:10:38 PM, (3 : 1)
1, D, Allo, 3, 1, Down, 0, 0, 3/13/2020 7:10:38 PM, (5 : 1)
1, D, Allo, 3, 2, Down, 0, 0, 3/13/2020 7:10:40 PM, (1 : 1)
1, D, Allo, 3, 2, Down, 0, 0, 3/13/2020 7:10:41 PM, (3 : 1)
1, D, Allo, 3, 2, Down, 0, 0, 3/13/2020 7:10:41 PM, (5 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:12:45 PM, (1 : 1)
1, D, Allo, 4, 1, Left, 0, 0, 3/13/2020 7:12:45 PM, (1 : 0)
1, D, Allo, 4, 1, Right, 1, 0, 3/13/2020 7:12:46 PM, (1 : 1)
1, D, Allo, 4, 1, Down, 1, 0, 3/13/2020 7:12:46 PM, (3 : 1)
1, D, Allo, 4, 1, Down, 1, 0, 3/13/2020 7:12:47 PM, (5 : 1)
1, D, Allo, 4, 1, Down, 1, 0, 3/13/2020 7:12:48 PM, (7 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:12:51 PM, (1 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:12:51 PM, (3 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:12:52 PM, (5 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:12:52 PM, (7 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:12:55 PM, (1 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:12:56 PM, (3 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:12:57 PM, (5 : 1)
1, D, Allo, 4, 1, Down, 0, 0, 3/13/2020 7:12:57 PM, (7 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:13:01 PM, (1 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:13:02 PM, (3 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:13:02 PM, (5 : 1)
1, D, Allo, 4, 2, Down, 0, 0, 3/13/2020 7:13:03 PM, (7 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:13:08 PM, (1 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:13:09 PM, (3 : 1)
1, D, Allo, 2, 2, Down, 0, 0, 3/13/2020 7:13:12 PM, (1 : 1)
1, D, Allo, 2, 2, Up, 0, 0, 3/13/2020 7:13:12 PM, (0 : 1)
1, D, Allo, 2, 2, Down, 1, 0, 3/13/2020 7:13:12 PM, (1 : 1)
1, D, Allo, 2, 2, Down, 1, 0, 3/13/2020 7:13:13 PM, (3 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:13:22 PM, (1 : 1)
1, D, Allo, 2, 1, Down, 0, 0, 3/13/2020 7:13:23 PM, (3 : 1)
1, D, Allo, 2, 2, Down, 0, 0, 3/13/2020 7:13:30 PM, (1 : 1)
1, D, Allo, 2, 2, Down, 0, 0, 3/13/2020 7:13:31 PM, (3 : 1)
1, D, Allo, 1, 1, Down, 0, 0, 3/13/2020 7:13:35 PM, (1 : 13)
1, D, Allo, 1, 1, Left, 0, 0, 3/13/2020 7:13:36 PM, (1 : 11)
1, D, Allo, 1, 1, Down, 0, 0, 3/13/2020 7:13:36 PM, (3 : 11)
1, D, Allo, 1, 1, Right, 0, 0, 3/13/2020 7:13:37 PM, (3 : 13)
1, D, Allo, 1, 1, Down, 0, 0, 3/13/2020 7:13:37 PM, (5 : 13)
1, D, Allo, 1, 1, Left, 0, 0, 3/13/2020 7:13:38 PM, (5 : 11)
1, D, Allo, 1, 1, Down, 0, 0, 3/13/2020 7:13:38 PM, (7 : 11)
