ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
1, D, Ego, 3, 1, Forward, 0, Ego, 0, , 5/11/2020 1:05:48 PM, (1 : 11)
1, D, Ego, 3, 1, Forward, 0, Ego, 0, , 5/11/2020 1:05:49 PM, (5 : 11)
