ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
3, T, Allo,11,2, Down,0, ,0, , 4/22/2020 3:10:21 AM, (13 : 5),,
3, T, Allo,11,2, Right,0, ,0, , 4/22/2020 3:10:22 AM, (13 : 7),,
3, D, Allo,12,1, Down,0, ,0, , 4/22/2020 3:10:25 AM, (1 : 9),,
3, D, Allo,12,1, Left,0, ,0, , 4/22/2020 3:10:26 AM, (1 : 5),,
3, D, Allo,12,1, Down,0, ,0, , 4/22/2020 3:10:27 AM, (3 : 5),,
3, D, Allo,12,1, Down,0, ,0, , 4/22/2020 3:10:27 AM, (5 : 5),,
3, D, Allo,12,1, Down,0, ,0, , 4/22/2020 3:10:28 AM, (9 : 5),,
3, D, Allo,12,1, Down,0, ,0, , 4/22/2020 3:10:29 AM, (11 : 5),,
3, D, Allo,12,1, Right,0, ,0, , 4/22/2020 3:10:30 AM, (11 : 9),,
3, D, Allo,12,1, Down,0, ,0, , 4/22/2020 3:10:31 AM, (13 : 9),,
3, T, Allo,12,1, Down,0, ,0, , 4/22/2020 3:10:34 AM, (5 : 11),,
3, T, Allo,12,1, Left,0, ,0, , 4/22/2020 3:10:35 AM, (5 : 9),,
3, T, Allo,12,1, Down,0, ,0, , 4/22/2020 3:10:35 AM, (7 : 9),,
3, T, Allo,12,1, Right,0, ,0, , 4/22/2020 3:10:37 AM, (7 : 13),,
3, T, Allo,12,1, Down,0, ,0, , 4/22/2020 3:10:38 AM, (11 : 13),,
3, T, Allo,12,1, Left,0, ,0, , 4/22/2020 3:10:39 AM, (11 : 11),,
3, T, Allo,12,1, Down,0, ,0, , 4/22/2020 3:10:39 AM, (13 : 11),,
3, T, Allo,12,1, Left,0, ,0, , 4/22/2020 3:10:40 AM, (13 : 9),,
3, T, Allo,12,2, Down,0, ,0, , 4/22/2020 3:10:43 AM, (5 : 11),,
3, T, Allo,12,2, Left,0, ,0, , 4/22/2020 3:10:43 AM, (5 : 9),,
3, T, Allo,12,2, Down,0, ,0, , 4/22/2020 3:10:44 AM, (7 : 9),,
3, T, Allo,12,2, Right,0, ,0, , 4/22/2020 3:10:45 AM, (7 : 13),,
3, T, Allo,12,2, Down,0, ,0, , 4/22/2020 3:10:46 AM, (11 : 13),,
3, T, Allo,12,2, Left,0, ,0, , 4/22/2020 3:10:46 AM, (11 : 11),,
3, T, Allo,12,2, Down,0, ,0, , 4/22/2020 3:10:47 AM, (13 : 11),,
3, T, Allo,12,2, Left,0, ,0, , 4/22/2020 3:10:47 AM, (13 : 9),,
3, D, Allo,15,1, Down,0, ,0, , 4/22/2020 3:10:51 AM, (1 : 13),,
3, D, Allo,15,1, Down,0, ,0, , 4/22/2020 3:10:53 AM, (5 : 13),,
3, D, Allo,15,1, Left,0, ,0, , 4/22/2020 3:10:54 AM, (5 : 9),,
3, D, Allo,15,1, Left,0, ,0, , 4/22/2020 3:10:54 AM, (5 : 7),,
3, D, Allo,15,1, Down,0, ,0, , 4/22/2020 3:10:55 AM, (7 : 7),,
3, D, Allo,15,1, Down,0, ,0, , 4/22/2020 3:10:57 AM, (11 : 7),,
3, D, Allo,15,1, Left,0, ,0, , 4/22/2020 3:10:58 AM, (11 : 3),,
3, D, Allo,15,1, Down,0, ,0, , 4/22/2020 3:10:59 AM, (13 : 3),,
3, D, Allo,15,1, Right,0, ,0, , 4/22/2020 3:11:00 AM, (13 : 5),,
3, T, Allo,15,1, Down,0, ,0, , 4/22/2020 3:11:04 AM, (9 : 13),,
3, T, Allo,15,1, Left,0, ,0, , 4/22/2020 3:11:05 AM, (9 : 9),,
3, T, Allo,15,1, Down,0, ,0, , 4/22/2020 3:11:06 AM, (13 : 9),,
3, T, Allo,15,1, Left,0, ,0, , 4/22/2020 3:11:07 AM, (13 : 5),,
3, T, Allo,15,2, Down,0, ,0, , 4/22/2020 3:11:09 AM, (9 : 13),,
3, T, Allo,15,2, Left,0, ,0, , 4/22/2020 3:11:10 AM, (9 : 9),,
3, T, Allo,15,2, Down,0, ,0, , 4/22/2020 3:11:11 AM, (13 : 9),,
3, T, Allo,15,2, Left,0, ,0, , 4/22/2020 3:11:12 AM, (13 : 5),,
3, D, Allo,14,1, Down,0, ,0, , 4/22/2020 3:11:43 AM, (1 : 11),,
3, D, Allo,14,1, Left,0, ,0, , 4/22/2020 3:11:44 AM, (1 : 9),,
3, D, Allo,14,1, Down,0, ,0, , 4/22/2020 3:11:45 AM, (5 : 9),,
3, D, Allo,14,1, Left,0, ,0, , 4/22/2020 3:11:45 AM, (5 : 8),,
3, D, Allo,14,1, Down,0, ,0, , 4/22/2020 3:11:45 AM, (7 : 8),,
3, D, Allo,14,1, Right,0, ,0, , 4/22/2020 3:11:46 AM, (7 : 9),,
3, D, Allo,14,1, Down,0, ,0, , 4/22/2020 3:11:47 AM, (11 : 9),,
3, D, Allo,14,1, Right,0, ,0, , 4/22/2020 3:11:47 AM, (11 : 11),,
3, D, Allo,14,1, Down,0, ,0, , 4/22/2020 3:11:48 AM, (13 : 11),,
3, D, Allo,14,1, Left,0, ,0, , 4/22/2020 3:11:49 AM, (13 : 7),,
3, D, Allo,14,1, Left,0, ,0, , 4/22/2020 3:11:50 AM, (13 : 5),,
3, T, Allo,14,1, Down,0, ,0, , 4/22/2020 3:11:54 AM, (9 : 3),,
3, T, Allo,14,1, Right,0, ,0, , 4/22/2020 3:11:55 AM, (9 : 7),,
3, T, Allo,14,1, Down,0, ,0, , 4/22/2020 3:11:56 AM, (13 : 7),,
3, T, Allo,14,1, Left,0, ,0, , 4/22/2020 3:11:57 AM, (13 : 5),,
3, T, Allo,14,2, Down,0, ,0, , 4/22/2020 3:11:59 AM, (9 : 3),,
3, T, Allo,14,2, Right,0, ,0, , 4/22/2020 3:12:00 AM, (9 : 7),,
3, T, Allo,14,2, Down,0, ,0, , 4/22/2020 3:12:01 AM, (13 : 7),,
3, T, Allo,14,2, Left,0, ,0, , 4/22/2020 3:12:02 AM, (13 : 5),,
3, S, Allo,14,2, Left,0, ,0, , 4/22/2020 3:12:02 AM, (13 : 5), Male,20
